,Type,Date,Latitude,Longitude,Object of search,Outcome linked to object of search
1242,Person search,2020-05-08T08:49:13+00:00,51.519888,-0.102506,Stolen goods,1
1257,Person search,2020-05-10T01:09:50+00:00,51.518231,-0.112939,Controlled drugs,1
1258,Person search,2020-05-10T01:10:44+00:00,51.518231,-0.112939,Controlled drugs,1
1259,Person and Vehicle search,2020-05-10T01:13:28+00:00,51.518231,-0.112939,Controlled drugs,1
1260,Person search,2020-05-10T04:09:10+00:00,51.516078,-0.08498,Article for use in theft,1
1263,Person search,2020-05-10T05:21:14+00:00,51.516078,-0.08498,Article for use in theft,1
1267,Person search,2020-05-11T10:15:53+00:00,51.518864,-0.097562,Article for use in theft,1
1268,Person search,2020-05-11T10:18:41+00:00,51.518864,-0.097562,Article for use in theft,1
1270,Person and Vehicle search,2020-05-11T10:53:58+00:00,51.515728,-0.078393,Controlled drugs,1
1271,Person search,2020-05-12T02:34:38+00:00,51.511625,-0.081549,Stolen goods,1
1272,Person search,2020-05-12T02:41:20+00:00,51.511625,-0.081549,Stolen goods,1
1283,Person search,2020-05-13T00:50:09+00:00,51.506255,-0.074901,Controlled drugs,1
1285,Person search,2020-05-13T01:25:34+00:00,51.506255,-0.074901,Controlled drugs,1
1293,Person search,2020-05-13T11:42:54+00:00,51.511711,-0.07421,Controlled drugs,1
1314,Person search,2020-05-16T04:28:07+00:00,51.513447,-0.093493,Article for use in theft,1
1315,Person search,2020-05-16T09:57:55+00:00,51.513952,-0.085833,Controlled drugs,1
1317,Person search,2020-05-17T03:57:55+00:00,51.512147,-0.092077,Article for use in theft,1
1323,Person search,2020-05-19T03:18:54+00:00,51.515484,-0.088233,Controlled drugs,1
1329,Person and Vehicle search,2020-05-19T09:36:46+00:00,51.540568,0.002083,Controlled drugs,1
1331,Person search,2020-05-19T10:24:49+00:00,51.51283,-0.108175,Stolen goods,1
1334,Person search,2020-05-20T00:46:03+00:00,51.513928,-0.108231,Controlled drugs,1
1335,Person and Vehicle search,2020-05-20T00:46:34+00:00,51.513928,-0.108231,Controlled drugs,1
1336,Person search,2020-05-20T00:53:22+00:00,51.51121,-0.094206,Controlled drugs,1
1343,Person and Vehicle search,2020-05-20T04:20:26+00:00,51.592365,-0.082452,Controlled drugs,1
1347,Person search,2020-05-21T01:29:37+00:00,51.517032,-0.089451,Controlled drugs,1
1357,Person search,2020-05-22T00:30:51+00:00,51.519358,-0.090348,Article for use in theft,1
1358,Person search,2020-05-22T00:34:10+00:00,51.583366,-0.072178,Offensive weapons,1
1359,Person search,2020-05-22T02:09:37+00:00,51.520744,-0.089858,Article for use in theft,1
1389,Person search,2020-05-24T08:30:36+00:00,51.516351,-0.082965,Controlled drugs,1
1396,Person and Vehicle search,2020-05-25T02:31:17+00:00,51.575664,-0.072432,Offensive weapons,1
1399,Person and Vehicle search,2020-05-25T04:12:56+00:00,51.512147,-0.092077,Controlled drugs,1
1407,Person search,2020-05-26T00:31:44+00:00,51.512791,-0.101274,Controlled drugs,1
1439,Person and Vehicle search,2020-05-30T05:58:57+00:00,51.506338,-0.088227,Controlled drugs,1
1440,Person and Vehicle search,2020-05-30T06:00:35+00:00,51.506338,-0.088227,Controlled drugs,1
1450,Person and Vehicle search,2020-06-02T03:06:55+00:00,51.506255,-0.074901,Controlled drugs,1
1456,Person search,2020-06-02T06:41:19+00:00,51.514513,-0.096561,Controlled drugs,1
1465,Person search,2020-06-03T02:42:33+00:00,51.510913,-0.101395,Controlled drugs,1
1466,Person search,2020-06-03T03:20:09+00:00,51.510913,-0.101395,Controlled drugs,1
1468,Person and Vehicle search,2020-06-03T08:36:28+00:00,51.517032,-0.089451,Controlled drugs,1
1469,Person and Vehicle search,2020-06-03T10:57:38+00:00,51.517032,-0.089451,Controlled drugs,1
1479,Person search,2020-06-04T11:28:49+00:00,51.51768,-0.078484,Controlled drugs,1
1483,Person and Vehicle search,2020-06-05T02:59:45+00:00,51.513051,-0.104001,Controlled drugs,1
1484,Person and Vehicle search,2020-06-05T03:02:46+00:00,51.513051,-0.104001,Controlled drugs,1
1503,Person search,2020-06-09T09:37:36+00:00,51.517032,-0.089451,Stolen goods,1
1504,Person and Vehicle search,2020-06-10T00:49:48+00:00,51.51972,-0.099933,Controlled drugs,1
1506,Person search,2020-06-10T08:20:09+00:00,51.516351,-0.082965,Controlled drugs,1
1507,Person and Vehicle search,2020-06-11T03:36:36+00:00,51.506255,-0.074901,Controlled drugs,1
1508,Person search,2020-06-11T03:50:12+00:00,51.506255,-0.074901,Controlled drugs,1
1509,Person search,2020-06-11T04:50:40+00:00,51.512598,-0.084967,Article for use in theft,1
1510,Person and Vehicle search,2020-06-12T01:18:03+00:00,51.5169,-0.084095,Controlled drugs,1
1511,Person search,2020-06-12T04:17:19+00:00,51.5169,-0.084095,Controlled drugs,1
1514,Person search,2020-06-14T04:22:40+00:00,51.515504,-0.07627,Controlled drugs,1
1518,Person search,2020-06-14T07:19:24+00:00,51.512598,-0.084967,Controlled drugs,1
1519,Person search,2020-06-15T00:57:49+00:00,51.509547,-0.076031,Controlled drugs,1
1521,Person search,2020-06-15T01:10:53+00:00,51.509547,-0.076031,Controlled drugs,1
1525,Person search,2020-06-17T01:06:57+00:00,51.513355,-0.089475,Article for use in theft,1
1527,Person search,2020-06-17T01:35:18+00:00,51.518029,-0.082722,Stolen goods,1
1528,Person and Vehicle search,2020-06-17T03:06:39+00:00,51.517032,-0.089451,Controlled drugs,1
1535,Person search,2020-06-18T05:21:41+00:00,51.514203,-0.094628,Controlled drugs,1
1536,Person and Vehicle search,2020-06-18T06:35:10+00:00,51.515196,-0.071772,Controlled drugs,1
1539,Person and Vehicle search,2020-06-18T09:12:24+00:00,51.51992,-0.056696,Controlled drugs,1
1545,Person and Vehicle search,2020-06-19T05:06:37+00:00,51.516894,-0.076067,Controlled drugs,1
1550,Person search,2020-06-19T07:40:45+00:00,51.511625,-0.081549,Article for use in theft,1
1553,Person search,2020-06-20T08:12:33+00:00,51.510868,-0.0969,Firearms,1
1554,Person and Vehicle search,2020-06-20T11:19:59+00:00,51.513114,-0.086272,Controlled drugs,1
1557,Person and Vehicle search,2020-06-21T03:08:22+00:00,51.515033,-0.07825,Controlled drugs,1
1558,Person search,2020-06-21T03:35:16+00:00,51.516814,-0.08162,Offensive weapons,1
1559,Person search,2020-06-21T05:15:38+00:00,51.518799,-0.077601,Controlled drugs,1
1561,Person search,2020-06-21T10:34:56+00:00,51.506255,-0.074901,Controlled drugs,1
1564,Person and Vehicle search,2020-06-22T01:35:51+00:00,51.51121,-0.094206,Controlled drugs,1
1570,Person search,2020-06-22T03:39:05+00:00,51.51142,-0.097699,Controlled drugs,1
1571,Person search,2020-06-22T04:11:23+00:00,51.51142,-0.097699,Controlled drugs,1
1574,Person search,2020-06-22T07:00:29+00:00,51.516814,-0.08162,Controlled drugs,1
1575,Person search,2020-06-22T09:51:21+00:00,51.516814,-0.08162,Controlled drugs,1
1576,Person search,2020-06-23T01:00:50+00:00,51.509848,-0.104494,Article for use in theft,1
1579,Person search,2020-06-23T04:26:52+00:00,51.51868,-0.085173,Article for use in theft,1
1580,Person search,2020-06-23T05:13:34+00:00,51.51768,-0.078484,Controlled drugs,1
1583,Person search,2020-06-24T04:59:43+00:00,51.519017,-0.099818,Stolen goods,1
1586,Person search,2020-06-24T08:56:12+00:00,51.515307,-0.097277,Stolen goods,1
1587,Person and Vehicle search,2020-06-25T00:23:16+00:00,51.516347,-0.104887,Controlled drugs,1
1590,Person search,2020-06-26T08:22:20+00:00,51.514151,-0.074958,Controlled drugs,1
1597,Person search,2020-06-27T05:02:13+00:00,51.51265,-0.101452,Evidence of offences under the Act,1
1598,Person and Vehicle search,2020-06-27T05:07:39+00:00,51.51265,-0.101452,Evidence of offences under the Act,1
1599,Person search,2020-06-27T11:02:15+00:00,51.517576,-0.079786,Article for use in theft,1
1600,Person search,2020-06-27T11:02:44+00:00,51.517576,-0.079786,Article for use in theft,1
1607,Person search,2020-06-29T05:50:13+00:00,51.511625,-0.081549,Article for use in theft,1
1608,Person search,2020-06-29T06:14:16+00:00,51.516006,-0.080573,Stolen goods,1
1609,Person search,2020-06-29T06:29:55+00:00,51.514158,-0.100179,Stolen goods,1
1610,Person search,2020-06-29T08:00:50+00:00,51.514804,-0.080782,Article for use in theft,1
1611,Person search,2020-06-29T08:13:02+00:00,51.516006,-0.080573,Stolen goods,1
1615,Person and Vehicle search,2020-07-01T03:10:05+00:00,51.512117,-0.102411,Controlled drugs,1
1616,Person and Vehicle search,2020-07-01T03:10:05+00:00,51.512117,-0.102411,Controlled drugs,1
1617,Person search,2020-07-01T03:16:33+00:00,51.512117,-0.102411,Controlled drugs,1
1618,Person search,2020-07-01T03:16:33+00:00,51.512117,-0.102411,Controlled drugs,1
1643,Person search,2020-07-03T03:28:28+00:00,51.518864,-0.097562,Controlled drugs,1
1644,Person search,2020-07-03T03:28:28+00:00,51.518864,-0.097562,Controlled drugs,1
1655,Person search,2020-07-03T09:19:37+00:00,51.517244,-0.080376,Article for use in theft,1
1656,Person search,2020-07-03T09:19:37+00:00,51.517244,-0.080376,Article for use in theft,1
1667,Person and Vehicle search,2020-07-04T06:04:21+00:00,51.514151,-0.074958,Controlled drugs,1
1668,Person and Vehicle search,2020-07-04T06:04:21+00:00,51.514151,-0.074958,Controlled drugs,1
1669,Person search,2020-07-04T10:54:43+00:00,51.522233,-0.107382,Controlled drugs,1
1670,Person search,2020-07-04T10:54:43+00:00,51.522233,-0.107382,Controlled drugs,1
1673,Person and Vehicle search,2020-07-05T01:20:53+00:00,51.516767,-0.098572,Stolen goods,1
1674,Person and Vehicle search,2020-07-05T01:20:53+00:00,51.516767,-0.098572,Stolen goods,1
1675,Person search,2020-07-05T01:23:29+00:00,51.515504,-0.07627,Controlled drugs,1
1676,Person search,2020-07-05T01:23:29+00:00,51.515504,-0.07627,Controlled drugs,1
1677,Person search,2020-07-05T01:23:54+00:00,51.516767,-0.098572,Stolen goods,1
1678,Person search,2020-07-05T01:23:54+00:00,51.516767,-0.098572,Stolen goods,1
1679,Person search,2020-07-05T01:27:31+00:00,51.516767,-0.098572,Stolen goods,1
1680,Person search,2020-07-05T01:27:31+00:00,51.516767,-0.098572,Stolen goods,1
1681,Person search,2020-07-05T01:58:37+00:00,51.515504,-0.07627,Controlled drugs,1
1682,Person search,2020-07-05T01:58:37+00:00,51.515504,-0.07627,Controlled drugs,1
1691,Person search,2020-07-05T10:31:07+00:00,51.514457,-0.073849,Controlled drugs,1
1692,Person search,2020-07-05T10:31:07+00:00,51.514457,-0.073849,Controlled drugs,1
1693,Person search,2020-07-06T00:41:18+00:00,51.510014,-0.081516,Stolen goods,1
1694,Person search,2020-07-06T00:41:18+00:00,51.510014,-0.081516,Stolen goods,1
1719,Person search,2020-07-08T06:40:19+00:00,51.518864,-0.097562,Stolen goods,1
1720,Person search,2020-07-08T06:40:19+00:00,51.518864,-0.097562,Stolen goods,1
1737,Person and Vehicle search,2020-07-09T06:10:44+00:00,51.521667,-0.067145,Controlled drugs,1
1738,Person and Vehicle search,2020-07-09T06:10:44+00:00,51.521667,-0.067145,Controlled drugs,1
1743,Person and Vehicle search,2020-07-09T08:07:41+00:00,51.513928,-0.108231,Controlled drugs,1
1744,Person and Vehicle search,2020-07-09T08:07:41+00:00,51.513928,-0.108231,Controlled drugs,1
1745,Person search,2020-07-09T10:00:11+00:00,51.515307,-0.097277,Controlled drugs,1
1746,Person search,2020-07-09T10:00:11+00:00,51.515307,-0.097277,Controlled drugs,1
1749,Person search,2020-07-09T11:26:21+00:00,51.515142,-0.097645,Controlled drugs,1
1750,Person search,2020-07-09T11:26:21+00:00,51.515142,-0.097645,Controlled drugs,1
1757,Person search,2020-07-10T01:33:03+00:00,51.514158,-0.100179,Article for use in theft,1
1758,Person search,2020-07-10T01:33:03+00:00,51.514158,-0.100179,Article for use in theft,1
1761,Person and Vehicle search,2020-07-10T03:47:21+00:00,51.51121,-0.094206,Controlled drugs,1
1762,Person and Vehicle search,2020-07-10T03:47:21+00:00,51.51121,-0.094206,Controlled drugs,1
1763,Person search,2020-07-10T06:24:11+00:00,51.516814,-0.08162,Article for use in theft,1
1764,Person search,2020-07-10T06:24:11+00:00,51.516814,-0.08162,Article for use in theft,1
1769,Person and Vehicle search,2020-07-11T02:26:19+00:00,51.516814,-0.08162,Controlled drugs,1
1770,Person and Vehicle search,2020-07-11T02:26:19+00:00,51.516814,-0.08162,Controlled drugs,1
1781,Person search,2020-07-12T03:42:12+00:00,51.513377,-0.096363,Offensive weapons,1
1782,Person search,2020-07-12T03:42:12+00:00,51.513377,-0.096363,Offensive weapons,1
1783,Person search,2020-07-13T03:34:06+00:00,51.51768,-0.078484,Controlled drugs,1
1784,Person search,2020-07-13T03:34:06+00:00,51.51768,-0.078484,Controlled drugs,1
1789,Person search,2020-07-13T03:42:20+00:00,51.508587,-0.078924,Controlled drugs,1
1790,Person search,2020-07-13T03:42:20+00:00,51.508587,-0.078924,Controlled drugs,1
1795,Person search,2020-07-13T04:42:33+00:00,51.508587,-0.078924,Controlled drugs,1
1796,Person search,2020-07-13T04:42:33+00:00,51.508587,-0.078924,Controlled drugs,1
1801,Person search,2020-07-13T10:50:11+00:00,51.516508,-0.079398,Controlled drugs,1
1802,Person search,2020-07-13T10:50:11+00:00,51.516508,-0.079398,Controlled drugs,1
1803,Person search,2020-07-14T01:03:17+00:00,51.51265,-0.101452,Article for use in theft,1
1804,Person search,2020-07-14T01:03:17+00:00,51.51265,-0.101452,Article for use in theft,1
1805,Person search,2020-07-14T02:25:20+00:00,51.513952,-0.085833,Controlled drugs,1
1806,Person search,2020-07-14T02:25:20+00:00,51.513952,-0.085833,Controlled drugs,1
1825,Person search,2020-07-14T09:58:31+00:00,51.511386,-0.092296,Controlled drugs,1
1826,Person search,2020-07-14T09:58:31+00:00,51.511386,-0.092296,Controlled drugs,1
1831,Person search,2020-07-15T08:29:50+00:00,51.511625,-0.081549,Article for use in theft,1
1832,Person search,2020-07-15T08:29:50+00:00,51.511625,-0.081549,Article for use in theft,1
1833,Person search,2020-07-15T08:30:46+00:00,51.514753,-0.082571,Controlled drugs,1
1834,Person search,2020-07-15T08:30:46+00:00,51.514753,-0.082571,Controlled drugs,1
1843,Person search,2020-07-16T03:02:18+00:00,51.5169,-0.084095,Article for use in theft,1
1844,Person search,2020-07-16T03:02:18+00:00,51.5169,-0.084095,Article for use in theft,1
1847,Person search,2020-07-16T03:11:17+00:00,51.518462,-0.093845,Controlled drugs,1
1848,Person search,2020-07-16T03:11:17+00:00,51.518462,-0.093845,Controlled drugs,1
1851,Person and Vehicle search,2020-07-16T04:22:38+00:00,51.513377,-0.096363,Controlled drugs,1
1852,Person and Vehicle search,2020-07-16T04:22:38+00:00,51.513377,-0.096363,Controlled drugs,1
1859,Person search,2020-07-16T06:44:42+00:00,51.517032,-0.089451,Evidence of offences under the Act,1
1860,Person search,2020-07-16T06:44:42+00:00,51.517032,-0.089451,Evidence of offences under the Act,1
1879,Person search,2020-07-17T01:47:14+00:00,51.514501,-0.089716,Article for use in theft,1
1880,Person search,2020-07-17T01:47:14+00:00,51.514501,-0.089716,Article for use in theft,1
1913,Person search,2020-07-19T01:01:44+00:00,51.516233,-0.077392,Article for use in theft,1
1914,Person search,2020-07-19T01:01:44+00:00,51.516233,-0.077392,Article for use in theft,1
1923,Person search,2020-07-20T07:52:09+00:00,51.513377,-0.096363,Controlled drugs,1
1924,Person search,2020-07-20T07:52:09+00:00,51.513377,-0.096363,Controlled drugs,1
1925,Person search,2020-07-20T09:35:16+00:00,51.514203,-0.094628,Article for use in theft,1
1926,Person search,2020-07-20T09:35:16+00:00,51.514203,-0.094628,Article for use in theft,1
1927,Person search,2020-07-21T00:12:46+00:00,51.520846,-0.100593,Controlled drugs,1
1928,Person search,2020-07-21T00:12:46+00:00,51.520846,-0.100593,Controlled drugs,1
1929,Person search,2020-07-21T00:38:57+00:00,51.519312,-0.103597,Controlled drugs,1
1930,Person search,2020-07-21T00:38:57+00:00,51.519312,-0.103597,Controlled drugs,1
1931,Person search,2020-07-21T02:04:57+00:00,51.519312,-0.103597,Controlled drugs,1
1932,Person search,2020-07-21T02:04:57+00:00,51.519312,-0.103597,Controlled drugs,1
1937,Person and Vehicle search,2020-07-21T03:38:38+00:00,51.509848,-0.104494,Controlled drugs,1
1938,Person and Vehicle search,2020-07-21T03:38:38+00:00,51.509848,-0.104494,Controlled drugs,1
1939,Person and Vehicle search,2020-07-21T06:32:00+00:00,51.511053,-0.075722,Controlled drugs,1
1940,Person and Vehicle search,2020-07-21T06:32:00+00:00,51.511053,-0.075722,Controlled drugs,1
1941,Person search,2020-07-22T02:40:00+00:00,51.520985,-0.078749,Stolen goods,1
1942,Person search,2020-07-22T02:40:00+00:00,51.520985,-0.078749,Stolen goods,1
1943,Person and Vehicle search,2020-07-22T02:41:41+00:00,51.506255,-0.074901,Controlled drugs,1
1944,Person and Vehicle search,2020-07-22T02:41:41+00:00,51.506255,-0.074901,Controlled drugs,1
1947,Person and Vehicle search,2020-07-22T05:00:16+00:00,51.516814,-0.08162,Controlled drugs,1
1948,Person and Vehicle search,2020-07-22T05:00:16+00:00,51.516814,-0.08162,Controlled drugs,1
1957,Person search,2020-07-22T08:00:38+00:00,51.516814,-0.08162,Offensive weapons,1
1958,Person search,2020-07-22T08:00:38+00:00,51.516814,-0.08162,Offensive weapons,1
1959,Person and Vehicle search,2020-07-22T09:05:18+00:00,51.515606,-0.094094,Stolen goods,1
1960,Person and Vehicle search,2020-07-22T09:05:18+00:00,51.515606,-0.094094,Stolen goods,1
1961,Person search,2020-07-22T09:18:26+00:00,51.516497,-0.094115,Article for use in theft,1
1962,Person search,2020-07-22T09:18:26+00:00,51.516497,-0.094115,Article for use in theft,1
1979,Person search,2020-07-23T11:26:32+00:00,51.521038,-0.078718,Controlled drugs,1
1980,Person search,2020-07-23T11:26:32+00:00,51.521038,-0.078718,Controlled drugs,1
1981,Person search,2020-07-24T00:14:06+00:00,51.517231,-0.079613,Controlled drugs,1
1982,Person search,2020-07-24T00:14:06+00:00,51.517231,-0.079613,Controlled drugs,1
1983,Person search,2020-07-24T00:45:44+00:00,51.517196,-0.085149,Controlled drugs,1
1984,Person search,2020-07-24T00:45:44+00:00,51.517196,-0.085149,Controlled drugs,1
1985,Person search,2020-07-24T01:23:41+00:00,51.518511,-0.08531,Controlled drugs,1
1986,Person search,2020-07-24T01:23:41+00:00,51.518511,-0.08531,Controlled drugs,1
1987,Person search,2020-07-24T01:41:10+00:00,51.517231,-0.079613,Controlled drugs,1
1988,Person search,2020-07-24T01:41:10+00:00,51.517231,-0.079613,Controlled drugs,1
1993,Person search,2020-07-24T08:24:45+00:00,51.513268,-0.100202,Article for use in theft,1
1994,Person search,2020-07-24T08:24:45+00:00,51.513268,-0.100202,Article for use in theft,1
2007,Person search,2020-07-25T01:31:22+00:00,51.516814,-0.08162,Controlled drugs,1
2008,Person search,2020-07-25T01:31:22+00:00,51.516814,-0.08162,Controlled drugs,1
2009,Person and Vehicle search,2020-07-25T01:43:47+00:00,51.516814,-0.08162,Controlled drugs,1
2010,Person and Vehicle search,2020-07-25T01:43:47+00:00,51.516814,-0.08162,Controlled drugs,1
2013,Person and Vehicle search,2020-07-25T03:28:22+00:00,51.516814,-0.08162,Controlled drugs,1
2014,Person and Vehicle search,2020-07-25T03:28:22+00:00,51.516814,-0.08162,Controlled drugs,1
2015,Person search,2020-07-25T03:31:41+00:00,51.510671,-0.084284,Article for use in theft,1
2016,Person search,2020-07-25T03:31:41+00:00,51.510671,-0.084284,Article for use in theft,1
2017,Person search,2020-07-25T04:51:15+00:00,51.516814,-0.08162,Stolen goods,1
