,Date,Latitude,Longitude,Object of search,Outcome linked to object of search
6110,2022-01-29 01:28:56,51.510671,-0.084284,Article for use in theft,1
6112,2022-01-29 03:58:20,51.510671,-0.084284,Article for use in theft,1
6117,2022-01-29 08:24:17,51.517244,-0.080376,Stolen goods,1
6118,2022-01-29 10:07:44,51.514203,-0.094628,Article for use in theft,1
6126,2022-01-31 02:24:42,51.511711,-0.07421,Controlled drugs,1
6132,2022-01-31 07:47:35,51.512528,-0.081281,Offensive weapons,1
6136,2022-02-01 07:47:53,51.51265,-0.101452,Controlled drugs,1
6137,2022-02-01 08:27:06,51.511625,-0.081549,Stolen goods,1
6139,2022-02-02 02:41:24,51.517576,-0.079786,Controlled drugs,1
6141,2022-02-02 04:51:21,51.516351,-0.082965,Controlled drugs,1
6147,2022-02-02 08:00:25,51.514547,-0.112039,Controlled drugs,1
6148,2022-02-02 08:14:33,51.509848,-0.104494,Controlled drugs,1
6158,2022-02-04 06:58:54,51.512882,-0.084768,Controlled drugs,1
6159,2022-02-04 07:07:33,51.513129,-0.094933,Article for use in theft,1
6168,2022-02-05 03:52:53,51.515031,-0.100748,Article for use in theft,1
6169,2022-02-05 06:17:26,51.512888,-0.094482,Controlled drugs,1
6170,2022-02-05 06:26:36,51.512888,-0.094482,Controlled drugs,1
6172,2022-02-05 09:21:10,51.512147,-0.092077,Controlled drugs,1
6178,2022-02-07 05:45:27,51.512108,-0.097973,Controlled drugs,1
6179,2022-02-07 06:20:10,51.517576,-0.079786,Controlled drugs,1
6180,2022-02-07 06:31:35,51.517576,-0.079786,Controlled drugs,1
6181,2022-02-07 06:41:58,51.517576,-0.079786,Controlled drugs,1
6182,2022-02-07 07:41:58,51.517576,-0.079786,Controlled drugs,1
6193,2022-02-09 08:36:45,51.523901,-0.096011,Offensive weapons,1
6194,2022-02-10 04:40:14,51.516191,-0.086416,Article for use in theft,1
6197,2022-02-11 01:51:00,51.516966,-0.1059,Controlled drugs,1
6201,2022-02-11 08:18:08,51.51792,-0.092628,Controlled drugs,1
6204,2022-02-11 09:57:26,51.50995,-0.078665,Controlled drugs,1
6207,2022-02-12 04:09:43,51.517836,-0.110735,Article for use in theft,1
6210,2022-02-13 01:49:56,51.516855,-0.080234,Controlled drugs,1
6216,2022-02-14 03:02:25,51.511223,-0.089435,Article for use in theft,1
6218,2022-02-15 03:30:11,51.508963,-0.073894,Controlled drugs,1
6221,2022-02-16 02:37:45,51.51442,-0.09472,Evidence of offences under the Act,1
6229,2022-02-16 12:28:34,51.515866,-0.073675,Controlled drugs,1
6233,2022-02-17 09:09:15,51.518864,-0.097562,Controlled drugs,1
6235,2022-02-18 01:27:07,51.514627,-0.072156,Controlled drugs,1
6243,2022-02-18 09:28:37,51.525268,-0.088804,Article for use in theft,1
6248,2022-02-19 06:46:00,51.516351,-0.082965,Controlled drugs,1
6266,2022-02-22 03:18:43,51.512598,-0.084967,Article for use in theft,1
6269,2022-02-22 12:32:30,51.512147,-0.092077,Controlled drugs,1
6271,2022-02-23 03:13:31,51.512598,-0.084967,Article for use in theft,1
6273,2022-02-23 04:17:56,51.517431,-0.082458,Article for use in theft,1
6287,2022-02-26 02:37:01,51.512598,-0.084967,Controlled drugs,1
6296,2022-02-26 05:56:19,51.51637,-0.081912,Controlled drugs,1
6300,2022-02-27 06:57:48,51.511478,-0.096846,Article for use in theft,1
6302,2022-02-28 01:06:44,51.513394,-0.084199,Article for use in theft,1
6303,2022-03-01 05:02:30,51.510014,-0.081516,Article for use in theft,1
6305,2022-03-02 02:54:11,51.517058,-0.083296,Controlled drugs,1
6315,2022-03-03 04:40:50,51.516814,-0.08162,Controlled drugs,1
6324,2022-03-04 06:41:08,51.512598,-0.084967,Article for use in theft,1
6325,2022-03-04 07:24:46,51.512598,-0.084967,Article for use in theft,1
6337,2022-03-05 04:04:16,51.512598,-0.084967,Controlled drugs,1
6346,2022-03-05 05:57:51,51.518189,-0.082628,Article for use in theft,1
6352,2022-03-06 03:51:24,51.504848,-0.090033,Controlled drugs,1
6355,2022-03-06 07:24:19,51.504848,-0.090033,Controlled drugs,1
6360,2022-03-07 05:01:09,51.516966,-0.1059,Article for use in theft,1
6362,2022-03-07 12:02:15,51.516814,-0.08162,Controlled drugs,1
6369,2022-03-08 12:57:33,51.50995,-0.078665,Controlled drugs,1
6370,2022-03-09 02:55:52,51.513952,-0.085833,Stolen goods,1
6373,2022-03-10 02:28:11,51.512598,-0.084967,Controlled drugs,1
6374,2022-03-10 05:53:26,51.512598,-0.084967,Controlled drugs,1
6375,2022-03-10 06:17:50,51.516233,-0.077392,Controlled drugs,1
6376,2022-03-10 07:47:46,51.510828,-0.086166,Stolen goods,1
6378,2022-03-11 02:01:13,51.513952,-0.085833,Stolen goods,1
6380,2022-03-11 05:16:57,51.516351,-0.082965,Controlled drugs,1
6382,2022-03-11 08:12:13,51.513627,-0.076435,Article for use in theft,1
6383,2022-03-11 08:53:26,51.514203,-0.094628,Controlled drugs,1
6384,2022-03-11 09:01:52,51.52181,-0.097929,Controlled drugs,1
6391,2022-03-12 09:44:19,51.52181,-0.097929,Controlled drugs,1
6398,2022-03-13 12:14:31,51.513297,-0.101959,Controlled drugs,1
6406,2022-03-14 04:40:18,51.511616,-0.086551,Controlled drugs,1
6408,2022-03-14 07:21:33,51.517244,-0.080376,Article for use in theft,1
6410,2022-03-15 03:28:02,51.512598,-0.084967,Article for use in theft,1
